a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,time,team,etype,assist,away,block,entered,home,left,num,opponent,outof,player,points,possession,reason,result,steal,type,y,x
Andres Nocioni,Ben Gordon,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,2,3:06,CHI,sub,,,,Chris Duhon,,Kirk Hinrich,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,2,3:06,CHI,sub,,,,Adrian Griffin,,Ben Gordon,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,2,2:54,CHI,foul,,,,,,,,Gary Payton,,Andres Nocioni,,,,,,shooting,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,2,2:54,CHI,timeout,,,,,,,,,,,,,,,,regular,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:54,MIA,sub,,,,James Posey,,Udonis Haslem,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:54,MIA,free throw,,,,,,,1,,2,Gary Payton,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:54,MIA,free throw,,,,,,,2,,2,Gary Payton,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:33,CHI,shot,Chris Duhon,,,,,,,,,Viktor Khryapa,2,,,made,,jump,13,21
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:17,MIA,shot,,,,,,,,,,Antoine Walker,,,,missed,,jump,4,23
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,2:15,CHI,rebound,,,,,,,,,,Adrian Griffin,,,,,,def,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,1:59,CHI,shot,Viktor Khryapa,,,,,,,,,Ben Wallace,2,,,made,,layup,25,6
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,1:42,CHI,foul,,,,,,,,Antoine Walker,,Viktor Khryapa,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Ben Wallace,Chris Duhon,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,1:42,MIA,free throw,,,,,,,1,,2,Antoine Walker,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,Shaquille O'Neal,2,1:42,CHI,sub,,,,Malik Allen,,Ben Wallace,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Dwyane Wade,Gary Payton,James Posey,2,1:42,MIA,sub,,,,Alonzo Mourning,,Shaquille O'Neal,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,1:42,MIA,sub,,,,Chris Quinn,,Dwyane Wade,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,1:42,MIA,free throw,,,,,,,2,,2,Antoine Walker,,,foul,missed,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,1:40,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,1:18,CHI,shot,Viktor Khryapa,,,,,,,,,Chris Duhon,2,,,made,,jump,1,7
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:59,MIA,shot,,,,,,,,,,Chris Quinn,,,,missed,,jump,35,19
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:57,CHI,rebound,,,,,,,,,,Chris Duhon,,,,,,def,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:42,CHI,shot,Adrian Griffin,,,,,,,,,Chris Duhon,2,,,made,,jump,4,21
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,CHI,foul,,,,,,,,Antoine Walker,,Viktor Khryapa,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,CHI,foul,,,,,,,,,,Skiles,,,,,,technical,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,MIA,free throw,,,,,,,1,,1,Gary Payton,,,technical,missed,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,MIA,rebound,,,,,,,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,MIA,free throw,,,,,,,1,,2,Antoine Walker,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:30,MIA,free throw,,,,,,,2,,2,Antoine Walker,,,foul,missed,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:28,CHI,rebound,,,,,,,,,,Viktor Khryapa,,,,,,def,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,CHI,shot,,,,,,,,,,Viktor Khryapa,,,,missed,,jump,19,25
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,MIA,rebound,,,,,,,,,,Alonzo Mourning,,,,,,def,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,CHI,foul,,,,,,,,Alonzo Mourning,,Andres Nocioni,,,,,,loose ball,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,MIA,free throw,,,,,,,1,,2,Alonzo Mourning,,,foul,missed,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,MIA,rebound,,,,,,,,,,,,,,,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:07,MIA,free throw,,,,,,,2,,2,Alonzo Mourning,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:02,MIA,foul,,,,,,,,Chris Duhon,,Gary Payton,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Chris Duhon,Malik Allen,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:02,CHI,free throw,,,,,,,1,,2,Chris Duhon,,,foul,made,,,,
Adrian Griffin,Chris Duhon,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:02,CHI,sub,,,,Thabo Sefolosha,,Andres Nocioni,,,,,,,,,,,,
Adrian Griffin,Chris Duhon,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Alonzo Mourning,Antoine Walker,Chris Quinn,Gary Payton,James Posey,2,0:02,CHI,free throw,,,,,,,2,,2,Chris Duhon,,,foul,made,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,11:46,CHI,shot,P.J. Brown,,,,,,,,,Kirk Hinrich,2,,,made,,jump,22,26
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,11:27,MIA,shot,,,,,,,,,,Dwyane Wade,2,,,made,,jump,1,7
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,11:20,CHI,shot,,,Antoine Walker,,,,,,,Luol Deng,,,,missed,,running jump,22,11
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,11:19,CHI,rebound,,,,,,,,,,,,,,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,11:12,CHI,turnover,,,,,,,,,,P.J. Brown,,,traveling,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:55,MIA,shot,Antoine Walker,,,,,,,,,Shaquille O'Neal,2,,,made,,turnaround jump,26,15
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:34,CHI,turnover,,,,,,,,,,Luol Deng,,,lost ball,,Antoine Walker,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:27,MIA,shot,,,,,,,,,,Dwyane Wade,,,,missed,,jump,44,21
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:25,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:06,CHI,shot,,,,,,,,,,Kirk Hinrich,,,,missed,,driving layup,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:04,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,off,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:03,CHI,shot,,,,,,,,,,Ben Wallace,,,,missed,,dunk,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,10:01,MIA,rebound,,,,,,,,,,Gary Payton,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:58,MIA,shot,Gary Payton,,,,,,,,,Dwyane Wade,2,,,made,,layup,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:42,CHI,shot,Ben Gordon,,,,,,,,,Kirk Hinrich,2,,,made,,jump,5,22
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:28,CHI,foul,,,,,,,,Dwyane Wade,,P.J. Brown,,,,,,shooting,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:28,MIA,free throw,,,,,,,1,,2,Dwyane Wade,,,foul,missed,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:28,MIA,rebound,,,,,,,,,,,,,,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:28,MIA,free throw,,,,,,,2,,2,Dwyane Wade,,,foul,made,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:05,CHI,shot,,,,,,,,,,Kirk Hinrich,,,,missed,,jump,45,7
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:03,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,off,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,9:01,CHI,shot,,,,,,,,,,Ben Wallace,2,,,made,,follow up dunk,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,8:39,MIA,turnover,,,,,,,,,,Shaquille O'Neal,,,offensive goaltending,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,8:16,CHI,shot,,,,,,,,,,Luol Deng,,,,missed,,jump,11,21
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,8:14,MIA,rebound,,,,,,,,,,Udonis Haslem,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,8:05,MIA,shot,Gary Payton,,,,,,,,,Udonis Haslem,2,,,made,,jump,25,27
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,7:45,CHI,shot,,,,,,,,,,Ben Gordon,,,,missed,,jump,44,21
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,7:44,MIA,rebound,,,,,,,,,,Shaquille O'Neal,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,7:43,CHI,foul,,,,,,,,Shaquille O'Neal,,Ben Wallace,,,,,,loose ball,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,7:26,MIA,turnover,,,,,,,,,,Antoine Walker,,,lost ball out of bounds,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,7:12,CHI,shot,Luol Deng,,,,,,,,,Kirk Hinrich,2,,,made,,jump,48,8
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:53,MIA,shot,,,,,,,,,,Udonis Haslem,,,,missed,,jump,13,16
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:51,CHI,rebound,,,,,,,,,,Kirk Hinrich,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:46,CHI,shot,,,,,,,,,,Ben Wallace,,,,missed,,layup,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:44,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,off,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:43,CHI,shot,,,,,,,,,,Ben Wallace,,,,missed,,layup,25,6
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:41,MIA,rebound,,,,,,,,,,,,,,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:25,MIA,shot,,,,,,,,,,Antoine Walker,,,,missed,,jump,6,23
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:24,CHI,rebound,,,,,,,,,,Kirk Hinrich,,,,,,def,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:17,CHI,foul,,,,,,,,Udonis Haslem,,Ben Gordon,,,,,,offensive,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,6:17,CHI,turnover,,,,,,,,,,Ben Gordon,,,foul,,,,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:59,MIA,shot,Dwyane Wade,,,,,,,,,Udonis Haslem,2,,,made,,jump,22,8
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:34,MIA,foul,,,,,,,,Ben Wallace,,Dwyane Wade,,,,,,personal,,
Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,P.J. Brown,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:34,MIA,timeout,,,,,,,,,,,,,,,,regular,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:34,CHI,sub,,,,Andres Nocioni,,P.J. Brown,,,,,,,,,,,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:22,CHI,turnover,,,,,,,,,,Andres Nocioni,,,traveling,,,,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,5:04,MIA,shot,Gary Payton,,,,,,,,,Udonis Haslem,2,,,made,,jump,24,21
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:45,CHI,shot,,,,,,,,,,Luol Deng,,,,missed,,jump,41,19
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:43,MIA,rebound,,,,,,,,,,Udonis Haslem,,,,,,def,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:34,MIA,shot,,,,,,,,,,Shaquille O'Neal,,,,missed,,hook,26,13
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:32,MIA,rebound,,,,,,,,,,Shaquille O'Neal,,,,,,off,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:30,MIA,shot,,,,,,,,,,Shaquille O'Neal,2,,,made,,jump bank,28,8
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:11,CHI,shot,,,,,,,,,,Ben Gordon,,,,missed,,driving layup,25,6
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:09,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,off,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:01,MIA,foul,,,,,,,,Kirk Hinrich,,Gary Payton,,,,,,personal,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:01,CHI,sub,,,,Tyrus Thomas,,Luol Deng,,,,,,,,,,,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,4:01,CHI,violation,,,,,,,,,,,,,,,,delay of game,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:51,CHI,shot,,,,,,,,,,Tyrus Thomas,,,,missed,,jump,37,22
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:49,MIA,rebound,,,,,,,,,,Antoine Walker,,,,,,def,,
Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:35,CHI,foul,,,,,,,,Shaquille O'Neal,,Ben Wallace,,,,,,shooting,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:35,CHI,sub,,,,Chris Duhon,,Ben Gordon,,,,,,,,,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:35,MIA,free throw,,,,,,,1,,2,Shaquille O'Neal,,,foul,missed,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:35,MIA,rebound,,,,,,,,,,,,,,,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:35,MIA,free throw,,,,,,,2,,2,Shaquille O'Neal,,,foul,made,,,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:13,CHI,shot,Andres Nocioni,,,,,,,,,Chris Duhon,2,,,made,,jump,18,24
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:02,MIA,shot,,,,,,,,,,Shaquille O'Neal,,,,missed,,hook,22,14
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,3:00,CHI,rebound,,,,,,,,,,Ben Wallace,,,,,,def,,
Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Tyrus Thomas,Antoine Walker,Dwyane Wade,Gary Payton,Shaquille O'Neal,Udonis Haslem,3,2:52,CHI,shot,,,,,,,,,,Chris Duhon,2,,,made,,jump,25,28
